"","Day","Month","Year","DOY","Plot","Subplot","Code","Percent.Cover","binomial","lifeform","family","genus","species"
"765",11,9,2021,254,21,"SE","SaTr",10,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"766",11,9,2021,254,21,"SE","SoEl",10,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"767",11,9,2021,254,21,"SE","LaCo",45,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"768",11,9,2021,254,20,"SW","BARE",10,"bareground","BARE","bareground","bareground",NA
"769",11,9,2021,254,20,"SW","LITT",85,"litter","LITT","litter","litter",NA
"770",11,9,2021,254,20,"SW","Unknown",5,"Unknown","Unknown","Unknown","Unknown",NA
"771",11,9,2021,254,20,"SW","BoGr",5,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"772",11,9,2021,254,20,"SW","LaCo",10,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"773",11,9,2021,254,20,"SW","SaTr",88,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"774",11,9,2021,254,18,"NW","BARE",5,"bareground","BARE","bareground","bareground",NA
"775",11,9,2021,254,18,"NW","LITT",90,"litter","LITT","litter","litter",NA
"776",11,9,2021,254,18,"NW","BoGr",8,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"777",11,9,2021,254,18,"NW","LaCo",20,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"778",11,9,2021,254,18,"NW","SaTr",88,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"779",11,9,2021,254,17,"NW","SoEl",6,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"780",11,9,2021,254,17,"NW","BARE",35,"bareground","BARE","bareground","bareground",NA
"781",11,9,2021,254,17,"NW","LITT",50,"litter","LITT","litter","litter",NA
"782",11,9,2021,254,17,"NW","RaCo",2,"Ratibida columnifera","Forb","Asteraceae","Ratibida","columnifera"
"783",11,9,2021,254,17,"NW","PoOl",2,"Portulaca oleracea","Forb","Portulacaceaea","Portulaca","oleracea"
"784",11,9,2021,254,17,"NW","BoGr",5,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"785",11,9,2021,254,17,"NW","LaCo",25,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"786",11,9,2021,254,17,"NW","SaTr",30,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"787",11,9,2021,254,16,"SW","LITT",95,"litter","LITT","litter","litter",NA
"788",11,9,2021,254,16,"SW","BoGr",13,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"789",11,9,2021,254,16,"SW","LaCo",8,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"790",11,9,2021,254,16,"SW","SaTr",90,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"791",11,9,2021,254,15,"NW","BARE",10,"bareground","BARE","bareground","bareground",NA
"792",11,9,2021,254,15,"NW","LITT",85,"litter","LITT","litter","litter",NA
"793",11,9,2021,254,15,"NW","BoGr",8,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"794",11,9,2021,254,15,"NW","LaCo",8,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"795",11,9,2021,254,15,"NW","SaTr",93,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"796",11,9,2021,254,8,"NW","BARE",10,"bareground","BARE","bareground","bareground",NA
"797",11,9,2021,254,8,"NW","LITT",78,"litter","LITT","litter","litter",NA
"798",11,9,2021,254,8,"NW","BoGr",8,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"799",11,9,2021,254,8,"NW","SoEl",20,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"800",11,9,2021,254,8,"NW","LaCo",13,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"801",11,9,2021,254,8,"NW","SaTr",40,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"802",11,9,2021,254,9,"SW","BARE",10,"bareground","BARE","bareground","bareground",NA
"803",11,9,2021,254,9,"SE","LITT",80,"litter","LITT","litter","litter",NA
"804",11,9,2021,254,9,"SW","SoEl",10,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"805",11,9,2021,254,9,"SW","LaCo",30,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"806",11,9,2021,254,9,"SW","SaTr",28,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"807",11,9,2021,254,12,"SW","LITT",90,"litter","LITT","litter","litter",NA
"808",11,9,2021,254,12,"SW","SoEl",5,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"809",11,9,2021,254,12,"SW","BoGr",5,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"810",11,9,2021,254,12,"SW","LaCo",28,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"811",11,9,2021,254,12,"SW","SaTr",53,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"812",11,9,2021,254,11,"NE","LITT",98,"litter","LITT","litter","litter",NA
"813",11,9,2021,254,11,"NE","SoEl",2,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"814",11,9,2021,254,11,"NE","BoGr",8,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"815",11,9,2021,254,11,"NE","LaCo",75,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"816",11,9,2021,254,14,"NE","LITT",95,"litter","LITT","litter","litter",NA
"817",11,9,2021,254,14,"NE","BoGr",8,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"818",11,9,2021,254,14,"NE","LaCo",8,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"819",11,9,2021,254,14,"NE","SaTr",70,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"820",11,9,2021,254,13,"NW","LITT",95,"litter","LITT","litter","litter",NA
"821",11,9,2021,254,13,"NW","BoGr",2,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"822",11,9,2021,254,13,"NW","SoEl",5,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"823",11,9,2021,254,13,"NW","LaCo",5,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"824",11,9,2021,254,13,"NW","SaTr",88,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"825",11,9,2021,254,5,"NW","BARE",15,"bareground","BARE","bareground","bareground",NA
"826",11,9,2021,254,5,"NW","LITT",77,"litter","LITT","litter","litter",NA
"827",11,9,2021,254,5,"NW","BoGr",1,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"828",11,9,2021,254,5,"NW","LaCo",60,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"829",11,9,2021,254,5,"NW","SaTr",23,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"830",11,9,2021,254,4,"NW","BARE",5,"bareground","BARE","bareground","bareground",NA
"831",11,9,2021,254,4,"NW","LITT",84,"litter","LITT","litter","litter",NA
"832",11,9,2021,254,4,"NW","SoEl",5,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"833",11,9,2021,254,4,"NW","BoGr",23,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"834",11,9,2021,254,4,"NW","LaCo",35,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"835",11,9,2021,254,4,"NW","SaTr",45,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"836",11,9,2021,254,3,"NW","Unknown",2,"Unknown","Unknown","Unknown","Unknown",NA
"837",11,9,2021,254,3,"NW","BARE",20,"bareground","BARE","bareground","bareground",NA
"838",11,9,2021,254,3,"NW","LITT",65,"litter","LITT","litter","litter",NA
"839",11,9,2021,254,3,"NW","BoGr",9,"Bouteloua gracilis","Grass","Poaceae","Bouteloua","gracilis"
"840",11,9,2021,254,3,"NW","SoEl",13,"Solanum elaegnaifolium","Forb","Solanaceae","Solanum","elaegnaifolium"
"841",11,9,2021,254,3,"NW","LaCo",33,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"842",11,9,2021,254,3,"NW","SaTr",48,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
"843",11,9,2021,254,2,"NE","LITT",70,"litter","LITT","litter","litter",NA
"844",11,9,2021,254,2,"NE","BARE",10,"bareground","BARE","bareground","bareground",NA
"845",11,9,2021,254,2,"NE","LaCo",23,"Laennecia coulteri","Forb","Asteraceae","Laennecia","coulteri"
"846",11,9,2021,254,2,"NE","SaTr",65,"Salsola tragus","Forb","Chenopodiaceae","Salsola","tragus"
